sex,age,education,area,pop
Male,5--9,Lower Secondary,51,37.488849176386196
Male,5--9,Lower Secondary,52,62.0031843677183
Male,5--9,Lower Secondary,53,22.1427474957372
Male,10--14,No Education,11,3067.7235164798353
Male,10--14,No Education,12,3384.1848442670694
Male,10--14,No Education,13,14609.520936801915
Male,10--14,No Education,14,2209.243610315873
Male,10--14,No Education,15,21616.23472095988
Male,10--14,No Education,16,1459.0761281696732
Male,10--14,No Education,17,2810.2034418524654
Male,10--14,No Education,21,17579.624036825084
Male,10--14,No Education,22,5169.432160925278
Male,10--14,No Education,23,11322.737328193043
Male,10--14,No Education,24,3670.100758328986
Male,10--14,No Education,25,5692.372827912718
Male,10--14,No Education,26,17746.164170616234
Male,10--14,No Education,27,7193.158941486456
Male,10--14,No Education,28,3452.770369341685
Male,10--14,No Education,29,37898.83694440883
Male,10--14,No Education,31,41345.78662047021
Male,10--14,No Education,32,5401.125582813524
Male,10--14,No Education,33,20798.16605881181
Male,10--14,No Education,35,62177.90056897242
Male,10--14,No Education,41,20165.778320950016
Male,10--14,No Education,42,9080.076159553602
Male,10--14,No Education,43,11715.918733063148
Male,10--14,No Education,50,3199.0444006088646
Male,10--14,No Education,51,7685.541954248988
Male,10--14,No Education,52,10071.83588726489
Male,10--14,No Education,53,4558.3044259927465
Male,10--14,Incomplete Primary,11,23745.38938324808
Male,10--14,Incomplete Primary,12,16880.085708531533
Male,10--14,Incomplete Primary,13,81589.61044405369
Male,10--14,Incomplete Primary,14,8241.733653262781
Male,10--14,Incomplete Primary,15,199425.12054157603
Male,10--14,Incomplete Primary,16,15337.909166983669
Male,10--14,Incomplete Primary,17,22753.341193152177
Male,10--14,Incomplete Primary,21,148391.61546245962
Male,10--14,Incomplete Primary,22,68863.16261882489
Male,10--14,Incomplete Primary,23,145385.3195556361
Male,10--14,Incomplete Primary,24,58594.504261831666
Male,10--14,Incomplete Primary,25,71482.35841810059
Male,10--14,Incomplete Primary,26,165278.37507680824
Male,10--14,Incomplete Primary,27,68029.1081579368
Male,10--14,Incomplete Primary,28,46257.03090439824
Male,10--14,Incomplete Primary,29,292099.51651013875
Male,10--14,Incomplete Primary,31,255932.66653504397
Male,10--14,Incomplete Primary,32,47946.944289306615
Male,10--14,Incomplete Primary,33,245020.58376037457
Male,10--14,Incomplete Primary,35,403782.91714508645
Male,10--14,Incomplete Primary,41,108973.54060166654
Male,10--14,Incomplete Primary,42,56264.25328620423
Male,10--14,Incomplete Primary,43,126503.50984999766
Male,10--14,Incomplete Primary,50,29986.04533980124
Male,10--14,Incomplete Primary,51,41156.24507770219
Male,10--14,Incomplete Primary,52,75597.89024931005
Male,10--14,Incomplete Primary,53,32600.464491339757
Male,10--14,Primary,11,50509.85660652513
Male,10--14,Primary,12,22573.821760734034
Male,10--14,Primary,13,100202.7029112744
Male,10--14,Primary,14,15098.778569997989
Male,10--14,Primary,15,192257.18722812703
Male,10--14,Primary,16,21592.102140936826
Male,10--14,Primary,17,45593.726641953
Male,10--14,Primary,21,192402.88073456936
Male,10--14,Primary,22,80759.8347002215
Male,10--14,Primary,23,257794.6633880148
Male,10--14,Primary,24,81727.18894764643
Male,10--14,Primary,25,94586.22075272874
Male,10--14,Primary,26,225731.10125328103
Male,10--14,Primary,27,91025.71714319086
Male,10--14,Primary,28,53855.53508428397
Male,10--14,Primary,29,331556.8168744748
Male,10--14,Primary,31,529102.1830156929
Male,10--14,Primary,32,94222.78810249941
Male,10--14,Primary,33,371083.31648693216
Male,10--14,Primary,35,1124764.2574050392
Male,10--14,Primary,41,305059.9450634357
Male,10--14,Primary,42,183638.3474908507
Male,10--14,Primary,43,281662.74651431496
Male,10--14,Primary,50,74526.70182170258
Male,10--14,Primary,51,87703.12095390867
Male,10--14,Primary,52,169572.05435779013
Male,10--14,Primary,53,69444.1047024496
Male,10--14,Lower Secondary,11,2721.988754044164
Male,10--14,Lower Secondary,12,1577.7365205874082
Male,10--14,Lower Secondary,13,6744.4095842039005
Male,10--14,Lower Secondary,14,896.0959739578788
Male,10--14,Lower Secondary,15,12086.673876919655
Male,10--14,Lower Secondary,16,1403.8319853411094
Male,10--14,Lower Secondary,17,2556.678671701118
Male,10--14,Lower Secondary,21,8998.857534283792
Male,10--14,Lower Secondary,22,3105.102597943312
Male,10--14,Lower Secondary,23,16189.000877366772
Male,10--14,Lower Secondary,24,5508.210534379651
Male,10--14,Lower Secondary,25,5443.031026602079
Male,10--14,Lower Secondary,26,14482.968068322476
Male,10--14,Lower Secondary,27,4560.404888368361
Male,10--14,Lower Secondary,28,2314.1056056721695
Male,10--14,Lower Secondary,29,19618.85587869829
Male,10--14,Lower Secondary,31,30684.080764722403
Male,10--14,Lower Secondary,32,5818.268979514632
Male,10--14,Lower Secondary,33,24898.04395639031
Male,10--14,Lower Secondary,35,95072.33187435172
Male,10--14,Lower Secondary,41,29053.979375826668
Male,10--14,Lower Secondary,42,15575.9456520448
Male,10--14,Lower Secondary,43,18499.478327216373
Male,10--14,Lower Secondary,50,5133.657060365623
Male,10--14,Lower Secondary,51,7471.632874722223
Male,10--14,Lower Secondary,52,14577.665574429298
Male,10--14,Lower Secondary,53,4045.568405570609
Male,10--14,Upper Secondary,11,70.1570300509742
Male,10--14,Upper Secondary,12,31.1711658805601
Male,10--14,Upper Secondary,13,271.9318243336242
Male,10--14,Upper Secondary,14,64.2269650242759
Male,10--14,Upper Secondary,15,306.7563197880998
Male,10--14,Upper Secondary,16,48.8558001263399
Male,10--14,Upper Secondary,17,66.9464342397694
Male,10--14,Upper Secondary,21,309.5152040704833
Male,10--14,Upper Secondary,22,79.225768489578
Male,10--14,Upper Secondary,23,489.9580293802771
Male,10--14,Upper Secondary,24,150.5693646459566
Male,10--14,Upper Secondary,25,85.3372952674187
Male,10--14,Upper Secondary,26,279.5688144456099
Male,10--14,Upper Secondary,27,40.4497994156335
Male,10--14,Upper Secondary,28,35.1939855646116
Male,10--14,Upper Secondary,29,602.4546815061187
Male,10--14,Upper Secondary,31,607.0628943349839
Male,10--14,Upper Secondary,32,151.8303840893517
Male,10--14,Upper Secondary,33,1181.799136761029
Male,10--14,Upper Secondary,35,2300.6109245665625
Male,10--14,Upper Secondary,41,411.6667747496647
Male,10--14,Upper Secondary,42,300.3277542058579
Male,10--14,Upper Secondary,43,339.6899005447397
Male,10--14,Upper Secondary,50,105.5513775222354
Male,10--14,Upper Secondary,51,158.6440005524391
Male,10--14,Upper Secondary,52,226.0851862983079
Male,10--14,Upper Secondary,53,92.7577361404865
Male,15--19,No Education,11,1932.9170850529758
Male,15--19,No Education,12,2363.3155661986175
Male,15--19,No Education,13,9396.79160247949
Male,15--19,No Education,14,1251.4834978176932
Male,15--19,No Education,15,13054.313671884256
Male,15--19,No Education,16,733.4314710702992
Male,15--19,No Education,17,1519.800521641855
Male,15--19,No Education,21,12293.662111065676
Male,15--19,No Education,22,4120.496210680384
Male,15--19,No Education,23,10586.376087735283
Male,15--19,No Education,24,2937.7833208835264
Male,15--19,No Education,25,4086.201356354422
Male,15--19,No Education,26,12094.053921425259
Male,15--19,No Education,27,5222.354404026691
Male,15--19,No Education,28,2542.3257665153396
Male,15--19,No Education,29,19376.63503091419
Male,15--19,No Education,31,16448.484788454647
Male,15--19,No Education,32,2398.8460822010393
Male,15--19,No Education,33,12699.697664095127
Male,15--19,No Education,35,33115.274006576015
Male,15--19,No Education,41,7947.173237435373
Male,15--19,No Education,42,3988.2920496026272
Male,15--19,No Education,43,7090.058185748483
Male,15--19,No Education,50,1802.2558827374703
Male,15--19,No Education,51,3578.976456864795
Male,15--19,No Education,52,4655.616993262302
Male,15--19,No Education,53,1945.7302381978889
Male,15--19,Incomplete Primary,11,7615.5664851574775
Male,15--19,Incomplete Primary,12,6925.733998656772
Male,15--19,Incomplete Primary,13,27959.089773045613
Male,15--19,Incomplete Primary,14,2551.0954669472962
Male,15--19,Incomplete Primary,15,76140.27219377644
Male,15--19,Incomplete Primary,16,4671.582787570085
Male,15--19,Incomplete Primary,17,6605.441047569539
Male,15--19,Incomplete Primary,21,47748.81544228941
Male,15--19,Incomplete Primary,22,23633.04548435696
Male,15--19,Incomplete Primary,23,43689.03108380854
Male,15--19,Incomplete Primary,24,19925.397664756958
Male,15--19,Incomplete Primary,25,26659.770050059953
Male,15--19,Incomplete Primary,26,61798.11499825707
Male,15--19,Incomplete Primary,27,24401.96839180627
Male,15--19,Incomplete Primary,28,16469.332088490013
Male,15--19,Incomplete Primary,29,99244.3407474583
Male,15--19,Incomplete Primary,31,78618.57283670337
Male,15--19,Incomplete Primary,32,13350.118227582341
Male,15--19,Incomplete Primary,33,64597.88386628298
Male,15--19,Incomplete Primary,35,125810.30838337968
Male,15--19,Incomplete Primary,41,36377.50765293874
Male,15--19,Incomplete Primary,42,19560.452030937908
Male,15--19,Incomplete Primary,43,35725.51339430171
Male,15--19,Incomplete Primary,50,9492.13551181634
Male,15--19,Incomplete Primary,51,14444.146737090367
Male,15--19,Incomplete Primary,52,23240.551368118126
Male,15--19,Incomplete Primary,53,8357.480185838618
Male,15--19,Primary,11,27769.713484275922
Male,15--19,Primary,12,8994.34886431195
Male,15--19,Primary,13,61923.86696127973
Male,15--19,Primary,14,6580.34300743497
Male,15--19,Primary,15,142507.9940850826
Male,15--19,Primary,16,10167.264177480565
Male,15--19,Primary,17,22502.136420063296
Male,15--19,Primary,21,121027.55055527031
Male,15--19,Primary,22,54533.641882620286
Male,15--19,Primary,23,131418.0477780522
Male,15--19,Primary,24,53542.58763962977
Male,15--19,Primary,25,69133.72591740915
Male,15--19,Primary,26,146792.93284250135
Male,15--19,Primary,27,66169.67533263026
Male,15--19,Primary,28,40529.10450502424
Male,15--19,Primary,29,266728.649811334
Male,15--19,Primary,31,249913.02815605327
Male,15--19,Primary,32,42406.22003898379
Male,15--19,Primary,33,179502.8294395128
Male,15--19,Primary,35,300971.541696268
Male,15--19,Primary,41,123173.42624293224
Male,15--19,Primary,42,60355.83158925968
Male,15--19,Primary,43,123780.6363826921
Male,15--19,Primary,50,38128.69935519189
Male,15--19,Primary,51,37253.93921455311
Male,15--19,Primary,52,73459.79579438509
Male,15--19,Primary,53,22659.110077781883
Male,15--19,Lower Secondary,11,32312.40538941457
Male,15--19,Lower Secondary,12,16269.88100639645
Male,15--19,Lower Secondary,13,66853.67695718526
Male,15--19,Lower Secondary,14,10501.31871529035
Male,15--19,Lower Secondary,15,137253.88488826354
Male,15--19,Lower Secondary,16,16192.157166595573
Male,15--19,Lower Secondary,17,31275.476949107702
Male,15--19,Lower Secondary,21,131166.6044604895
Male,15--19,Lower Secondary,22,56751.43441172648
Male,15--19,Lower Secondary,23,186624.20276200285
Male,15--19,Lower Secondary,24,56022.66738874804
Male,15--19,Lower Secondary,25,59280.94595275607
Male,15--19,Lower Secondary,26,146447.07175719796
Male,15--19,Lower Secondary,27,48565.11264253794
Male,15--19,Lower Secondary,28,32966.85139342151
Male,15--19,Lower Secondary,29,228517.27716870862
Male,15--19,Lower Secondary,31,404363.4340584631
Male,15--19,Lower Secondary,32,70079.6422066014
Male,15--19,Lower Secondary,33,293683.03382484376
Male,15--19,Lower Secondary,35,893510.6447747985
Male,15--19,Lower Secondary,41,219927.20469385845
Male,15--19,Lower Secondary,42,138874.76147875062
Male,15--19,Lower Secondary,43,208052.7516386483
Male,15--19,Lower Secondary,50,49032.05174396565
Male,15--19,Lower Secondary,51,67008.3671855826
Male,15--19,Lower Secondary,52,126786.31511527293
Male,15--19,Lower Secondary,53,54547.68062306333
Male,15--19,Upper Secondary,11,8798.728355673273
Male,15--19,Upper Secondary,12,3776.9537748804432
Male,15--19,Upper Secondary,13,15966.662108539762
Male,15--19,Upper Secondary,14,3014.756117626217
Male,15--19,Upper Secondary,15,27782.730494268035
Male,15--19,Upper Secondary,16,4671.0342729156355
Male,15--19,Upper Secondary,17,8644.655841166887
Male,15--19,Upper Secondary,21,30287.64225637637
Male,15--19,Upper Secondary,22,12913.866627017691
Male,15--19,Upper Secondary,23,52563.949633859535
Male,15--19,Upper Secondary,24,17366.946931796992
Male,15--19,Upper Secondary,25,18293.61180478517
Male,15--19,Upper Secondary,26,39686.01672571909
Male,15--19,Upper Secondary,27,11594.151997983246
Male,15--19,Upper Secondary,28,8636.787395852056
Male,15--19,Upper Secondary,29,53326.93558847993
Male,15--19,Upper Secondary,31,116978.60558052434
Male,15--19,Upper Secondary,32,22672.830191281264
Male,15--19,Upper Secondary,33,85807.32050959858
Male,15--19,Upper Secondary,35,304468.19233880675
Male,15--19,Upper Secondary,41,80460.45928735567
Male,15--19,Upper Secondary,42,52239.21278533257
Male,15--19,Upper Secondary,43,66096.21757633802
Male,15--19,Upper Secondary,50,15442.470114325526
Male,15--19,Upper Secondary,51,21472.158369859833
Male,15--19,Upper Secondary,52,39578.152413795644
Male,15--19,Upper Secondary,53,20409.336699416323
Male,15--19,Post Secondary,11,146.0143001966314
Male,15--19,Post Secondary,12,109.7667895562435
Male,15--19,Post Secondary,13,445.8811314072932
Male,15--19,Post Secondary,14,37.5141390490732
Male,15--19,Post Secondary,15,291.41226181219827
Male,15--19,Post Secondary,16,94.65068535444969
Male,15--19,Post Secondary,17,167.0524723630393
Male,15--19,Post Secondary,21,444.7064788013833
Male,15--19,Post Secondary,22,185.0812619955677
Male,15--19,Post Secondary,23,506.3358327621605
Male,15--19,Post Secondary,24,77.5869295101601
Male,15--19,Post Secondary,25,252.9887576868722
Male,15--19,Post Secondary,26,503.2032458305935
Male,15--19,Post Secondary,27,191.8144427734656
Male,15--19,Post Secondary,28,86.5811353863981
Male,15--19,Post Secondary,29,782.8002588584892
Male,15--19,Post Secondary,31,2185.9735760360118
Male,15--19,Post Secondary,32,468.9925090607865
Male,15--19,Post Secondary,33,1929.4319816480279
Male,15--19,Post Secondary,35,9199.840802922568
Male,15--19,Post Secondary,41,1774.3920730108389
Male,15--19,Post Secondary,42,1369.5323622705298
Male,15--19,Post Secondary,43,1725.5195899365935
Male,15--19,Post Secondary,50,198.3873919636836
Male,15--19,Post Secondary,51,489.3630684275132
Male,15--19,Post Secondary,52,877.8593977835704
Male,15--19,Post Secondary,53,525.4793467862143
Male,20--24,No Education,11,2742.4574655474394
Male,20--24,No Education,12,2778.2826028320046
Male,20--24,No Education,13,11082.783092815176
Male,20--24,No Education,14,1584.6396635550793
Male,20--24,No Education,15,19177.592206080757
Male,20--24,No Education,16,1151.049390585563
Male,20--24,No Education,17,1913.9842065601547
Male,20--24,No Education,21,19288.826034442056
Male,20--24,No Education,22,7344.217441989571
Male,20--24,No Education,23,16734.441289430626
Male,20--24,No Education,24,4970.674307885864
Male,20--24,No Education,25,7590.333314686474
Male,20--24,No Education,26,19173.12746313409
Male,20--24,No Education,27,7918.736377442097
Male,20--24,No Education,28,3719.493346003928
Male,20--24,No Education,29,28786.696452568627
Male,20--24,No Education,31,20179.892461219966
Male,20--24,No Education,32,3606.086520279518
Male,20--24,No Education,33,14596.897756276945
Male,20--24,No Education,35,44119.6089129487
Male,20--24,No Education,41,8795.172450802991
Male,20--24,No Education,42,4744.034797172533
Male,20--24,No Education,43,7221.040239565929
Male,20--24,No Education,50,2382.6413285327726
Male,20--24,No Education,51,4919.893965553697
Male,20--24,No Education,52,6663.697576204277
Male,20--24,No Education,53,2745.3778509950807
Male,20--24,Incomplete Primary,11,7366.681362939734
Male,20--24,Incomplete Primary,12,5177.983255310518
Male,20--24,Incomplete Primary,13,19338.879719932916
Male,20--24,Incomplete Primary,14,1582.374213816153
Male,20--24,Incomplete Primary,15,56351.29005947683
Male,20--24,Incomplete Primary,16,3086.83508144613
Male,20--24,Incomplete Primary,17,5219.26295526256
Male,20--24,Incomplete Primary,21,41640.268948748846
Male,20--24,Incomplete Primary,22,20986.667260691785
Male,20--24,Incomplete Primary,23,38503.70970377483
Male,20--24,Incomplete Primary,24,16470.106684962855
Male,20--24,Incomplete Primary,25,21526.174922577473
Male,20--24,Incomplete Primary,26,52108.24713708836
Male,20--24,Incomplete Primary,27,21181.501008294446
Male,20--24,Incomplete Primary,28,14060.898016723802
Male,20--24,Incomplete Primary,29,77760.8835500979
Male,20--24,Incomplete Primary,31,62081.45812793024
Male,20--24,Incomplete Primary,32,11127.974086796296
Male,20--24,Incomplete Primary,33,41831.14949963384
Male,20--24,Incomplete Primary,35,100394.11639139653
Male,20--24,Incomplete Primary,41,27039.055294928447
Male,20--24,Incomplete Primary,42,13654.825907638891
Male,20--24,Incomplete Primary,43,22961.50294570436
Male,20--24,Incomplete Primary,50,7917.287565936406
Male,20--24,Incomplete Primary,51,11694.032952363925
Male,20--24,Incomplete Primary,52,19819.331604958727
Male,20--24,Incomplete Primary,53,6040.860929830562
Male,20--24,Primary,11,16747.935222205302
Male,20--24,Primary,12,5763.381107020623
Male,20--24,Primary,13,31941.088859924865
Male,20--24,Primary,14,2923.346801500937
Male,20--24,Primary,15,85266.46235146013
Male,20--24,Primary,16,5509.088116605877
Male,20--24,Primary,17,12007.92462168641
Male,20--24,Primary,21,71586.24821730584
Male,20--24,Primary,22,32814.4201216955
Male,20--24,Primary,23,74279.64679637963
Male,20--24,Primary,24,35903.57952771482
Male,20--24,Primary,25,42565.138868789
Male,20--24,Primary,26,97916.21432024986
Male,20--24,Primary,27,38319.39343791944
Male,20--24,Primary,28,22183.39119101109
Male,20--24,Primary,29,158170.3552809969
Male,20--24,Primary,31,169965.63913493542
Male,20--24,Primary,32,29222.428628441336
Male,20--24,Primary,33,94225.798753432
Male,20--24,Primary,35,215952.88905265328
Male,20--24,Primary,41,73350.46906919529
Male,20--24,Primary,42,35661.37195103637
Male,20--24,Primary,43,71618.98980308161
Male,20--24,Primary,50,23264.81420566241
Male,20--24,Primary,51,28322.915421590602
Male,20--24,Primary,52,49608.32640083159
Male,20--24,Primary,53,16185.696972353786
Male,20--24,Lower Secondary,11,20004.403576007036
Male,20--24,Lower Secondary,12,8550.478402430435
Male,20--24,Lower Secondary,13,42104.31414618149
Male,20--24,Lower Secondary,14,5217.21465174164
Male,20--24,Lower Secondary,15,99517.52149952507
Male,20--24,Lower Secondary,16,8413.021878181326
Male,20--24,Lower Secondary,17,16916.98979721264
Male,20--24,Lower Secondary,21,83775.5206527582
Male,20--24,Lower Secondary,22,36940.71248790834
Male,20--24,Lower Secondary,23,109231.61779992648
Male,20--24,Lower Secondary,24,35580.13772711541
Male,20--24,Lower Secondary,25,36399.15552257456
Male,20--24,Lower Secondary,26,90010.36902253411
Male,20--24,Lower Secondary,27,30661.221180462857
Male,20--24,Lower Secondary,28,22834.847265965873
Male,20--24,Lower Secondary,29,155675.98395729688
Male,20--24,Lower Secondary,31,225167.4766299904
Male,20--24,Lower Secondary,32,40253.55004027896
Male,20--24,Lower Secondary,33,161953.3455081389
Male,20--24,Lower Secondary,35,452146.2503776318
Male,20--24,Lower Secondary,41,114092.24181281665
Male,20--24,Lower Secondary,42,76420.26354434578
Male,20--24,Lower Secondary,43,121607.07632745245
Male,20--24,Lower Secondary,50,28084.631294162176
Male,20--24,Lower Secondary,51,39074.648402670544
Male,20--24,Lower Secondary,52,72440.02062724537
Male,20--24,Lower Secondary,53,24009.74804204717
Male,20--24,Upper Secondary,11,27193.784553952217
Male,20--24,Upper Secondary,12,12006.030901324357
Male,20--24,Upper Secondary,13,62281.7633756057
Male,20--24,Upper Secondary,14,9545.872957399539
Male,20--24,Upper Secondary,15,108081.37996081333
Male,20--24,Upper Secondary,16,14506.621994857784
Male,20--24,Upper Secondary,17,28211.038083692096
Male,20--24,Upper Secondary,21,104725.81755639565
Male,20--24,Upper Secondary,22,47314.00980299064
Male,20--24,Upper Secondary,23,160004.4278417428
Male,20--24,Upper Secondary,24,58299.270823997445
Male,20--24,Upper Secondary,25,59113.62153451645
Male,20--24,Upper Secondary,26,134475.85227784453
Male,20--24,Upper Secondary,27,39356.817309785576
Male,20--24,Upper Secondary,28,33445.897267680855
Male,20--24,Upper Secondary,29,214895.25870141402
Male,20--24,Upper Secondary,31,362941.66970824206
Male,20--24,Upper Secondary,32,71476.06641994904
Male,20--24,Upper Secondary,33,305008.4017630024
Male,20--24,Upper Secondary,35,902747.7496005394
Male,20--24,Upper Secondary,41,201449.33817218555
Male,20--24,Upper Secondary,42,139837.87179530165
Male,20--24,Upper Secondary,43,198473.56215516286
Male,20--24,Upper Secondary,50,44052.58442160915
Male,20--24,Upper Secondary,51,55039.91875014346
Male,20--24,Upper Secondary,52,117656.35283897394
Male,20--24,Upper Secondary,53,61761.53735153165
Male,20--24,Post Secondary,11,2173.8270647319237
Male,20--24,Post Secondary,12,911.8437310824146
Male,20--24,Post Secondary,13,3493.3559772283083
Male,20--24,Post Secondary,14,825.6216853552635
Male,20--24,Post Secondary,15,7127.404977021829
Male,20--24,Post Secondary,16,1400.4722602731595
Male,20--24,Post Secondary,17,2153.686426692115
Male,20--24,Post Secondary,21,5784.687417327633
Male,20--24,Post Secondary,22,3529.6053038907517
Male,20--24,Post Secondary,23,7714.694508750754
Male,20--24,Post Secondary,24,3784.0081135116957
Male,20--24,Post Secondary,25,4247.771511919537
Male,20--24,Post Secondary,26,9036.117039012051
Male,20--24,Post Secondary,27,2971.9305860224003
Male,20--24,Post Secondary,28,2649.964350923153
Male,20--24,Post Secondary,29,11158.850875039516
Male,20--24,Post Secondary,31,33362.44983578092
Male,20--24,Post Secondary,32,7084.652331132059
Male,20--24,Post Secondary,33,28858.065359552416
Male,20--24,Post Secondary,35,119643.45166550379
Male,20--24,Post Secondary,41,26705.832893720526
Male,20--24,Post Secondary,42,17015.25123800096
Male,20--24,Post Secondary,43,16038.327530736604
Male,20--24,Post Secondary,50,5547.041184097542
Male,20--24,Post Secondary,51,6556.46761086699
Male,20--24,Post Secondary,52,13079.06089217055
Male,20--24,Post Secondary,53,9693.552317033944
Male,25--29,No Education,11,3403.7108603141246
Male,25--29,No Education,12,2993.843147776164
Male,25--29,No Education,13,11825.413605559099
Male,25--29,No Education,14,1874.2967372369492
Male,25--29,No Education,15,24189.202360249306
Male,25--29,No Education,16,1338.073294437782
Male,25--29,No Education,17,2765.286322015059
Male,25--29,No Education,21,27045.084403185127
Male,25--29,No Education,22,11162.18664353259
Male,25--29,No Education,23,21977.352094579255
Male,25--29,No Education,24,7100.5603845267915
Male,25--29,No Education,25,11986.19147661954
Male,25--29,No Education,26,24294.519133513655
Male,25--29,No Education,27,11533.464528375625
Male,25--29,No Education,28,5693.152571282513
Male,25--29,No Education,29,40594.79439708227
Male,25--29,No Education,31,25352.180505153272
Male,25--29,No Education,32,4163.602037688619
Male,25--29,No Education,33,18445.704060348296
Male,25--29,No Education,35,53228.73544175138
Male,25--29,No Education,41,10257.016360534135
Male,25--29,No Education,42,4856.805483570951
Male,25--29,No Education,43,8447.018107130561
Male,25--29,No Education,50,3269.017700366258
Male,25--29,No Education,51,6242.136073202903
Male,25--29,No Education,52,9972.235108332809
Male,25--29,No Education,53,3673.6111226454973
Male,25--29,Incomplete Primary,11,10118.151440968384
Male,25--29,Incomplete Primary,12,5356.133129240402
Male,25--29,Incomplete Primary,13,19579.015693816727
Male,25--29,Incomplete Primary,14,1828.3956898853226
Male,25--29,Incomplete Primary,15,61298.109414677536
Male,25--29,Incomplete Primary,16,3399.7541200125534
Male,25--29,Incomplete Primary,17,6986.799549078527
Male,25--29,Incomplete Primary,21,50847.453404422915
Male,25--29,Incomplete Primary,22,26794.67218433663
Male,25--29,Incomplete Primary,23,44976.65128294853
Male,25--29,Incomplete Primary,24,19660.575314319987
Male,25--29,Incomplete Primary,25,29233.095414980176
Male,25--29,Incomplete Primary,26,57288.74447926096
Male,25--29,Incomplete Primary,27,25048.119836272897
Male,25--29,Incomplete Primary,28,15309.644321536865
Male,25--29,Incomplete Primary,29,93911.56354632693
Male,25--29,Incomplete Primary,31,83901.89801932164
Male,25--29,Incomplete Primary,32,14042.281668206984
Male,25--29,Incomplete Primary,33,45169.4145110901
Male,25--29,Incomplete Primary,35,119527.8294479016
Male,25--29,Incomplete Primary,41,33661.11361247368
Male,25--29,Incomplete Primary,42,18789.98219693951
Male,25--29,Incomplete Primary,43,26365.110205411034
Male,25--29,Incomplete Primary,50,10281.17030687596
Male,25--29,Incomplete Primary,51,15153.009707060413
Male,25--29,Incomplete Primary,52,25588.066479980396
Male,25--29,Incomplete Primary,53,6464.761382431811
Male,25--29,Primary,11,16703.610375819993
Male,25--29,Primary,12,5503.330556934459
Male,25--29,Primary,13,28675.506981237915
Male,25--29,Primary,14,2738.510806091488
Male,25--29,Primary,15,74476.31364558688
Male,25--29,Primary,16,4370.4148638681845
Male,25--29,Primary,17,11524.263672512201
Male,25--29,Primary,21,60703.21086036896
Male,25--29,Primary,22,27723.124369832494
Male,25--29,Primary,23,63029.13945338623
Male,25--29,Primary,24,31218.674431515024
Male,25--29,Primary,25,34711.60068895339
Male,25--29,Primary,26,85558.63507377589
Male,25--29,Primary,27,31756.041944038276
Male,25--29,Primary,28,19121.303814264586
Male,25--29,Primary,29,140875.15160059344
Male,25--29,Primary,31,159429.71369238096
Male,25--29,Primary,32,29986.853890135564
Male,25--29,Primary,33,92528.34929570279
Male,25--29,Primary,35,226846.94210786838
Male,25--29,Primary,41,64657.90123105189
Male,25--29,Primary,42,39029.40838739064
Male,25--29,Primary,43,77767.88801025276
Male,25--29,Primary,50,23281.462808407636
Male,25--29,Primary,51,27369.351332129478
Male,25--29,Primary,52,53647.21106097789
Male,25--29,Primary,53,15833.879639526744
Male,25--29,Lower Secondary,11,15422.968179320611
Male,25--29,Lower Secondary,12,6254.744181056651
Male,25--29,Lower Secondary,13,29508.005488401646
Male,25--29,Lower Secondary,14,3777.3173318740382
Male,25--29,Lower Secondary,15,71820.7673701976
Male,25--29,Lower Secondary,16,5890.882903543973
Male,25--29,Lower Secondary,17,11758.32337191723
Male,25--29,Lower Secondary,21,53146.64984341084
Male,25--29,Lower Secondary,22,23890.854226937754
Male,25--29,Lower Secondary,23,73782.3041986638
Male,25--29,Lower Secondary,24,24425.336750087718
Male,25--29,Lower Secondary,25,25760.70055230715
Male,25--29,Lower Secondary,26,65604.17266507122
Male,25--29,Lower Secondary,27,21636.522003781178
Male,25--29,Lower Secondary,28,15828.830365295402
Male,25--29,Lower Secondary,29,116684.68396491201
Male,25--29,Lower Secondary,31,179483.01996270908
Male,25--29,Lower Secondary,32,32868.1719052898
Male,25--29,Lower Secondary,33,132511.7524321156
Male,25--29,Lower Secondary,35,386114.6544588408
Male,25--29,Lower Secondary,41,97547.35094904133
Male,25--29,Lower Secondary,42,62325.227587214664
Male,25--29,Lower Secondary,43,100863.94093028437
Male,25--29,Lower Secondary,50,21527.88934630134
Male,25--29,Lower Secondary,51,31559.417207480412
Male,25--29,Lower Secondary,52,56793.09805447657
Male,25--29,Lower Secondary,53,21686.37263790954
Male,25--29,Upper Secondary,11,22797.908221276513
Male,25--29,Upper Secondary,12,10864.70031613557
Male,25--29,Upper Secondary,13,62163.78931842913
Male,25--29,Upper Secondary,14,9229.492987180709
Male,25--29,Upper Secondary,15,104209.17446105724
Male,25--29,Upper Secondary,16,13528.256602527003
Male,25--29,Upper Secondary,17,24391.811564994463
Male,25--29,Upper Secondary,21,88172.44252297339
Male,25--29,Upper Secondary,22,35699.76635245203
Male,25--29,Upper Secondary,23,139894.0829350538
Male,25--29,Upper Secondary,24,50556.86913305528
Male,25--29,Upper Secondary,25,48889.85388887539
Male,25--29,Upper Secondary,26,122314.16864774462
Male,25--29,Upper Secondary,27,33993.00149189469
Male,25--29,Upper Secondary,28,29356.56420993276
Male,25--29,Upper Secondary,29,217156.89676873546
Male,25--29,Upper Secondary,31,314000.3848455857
Male,25--29,Upper Secondary,32,62414.31531762894
Male,25--29,Upper Secondary,33,288581.5199259189
Male,25--29,Upper Secondary,35,803976.9485684378
